loan_type,loan_amount_lakh,borrower_income_lakh,credit_score,tenure_months,default
Industry_NonPriority,2.02,8.69,745,120,0
Services_NonPriority,3.26,10.83,680,60,0
Agriculture,3.24,9.78,571,36,0
Personal_NonPriority,2.43,10.86,633,12,0
Industry_NonPriority,0.83,5.46,633,24,0
Personal_Priority,1.96,6.47,726,12,0
Agriculture,2.43,9.96,672,12,0
Industry_NonPriority,0.55,10.01,673,60,0
Industry_NonPriority,0.83,5.96,666,240,0
Industry_NonPriority,2.77,9.83,788,12,0
Services_NonPriority,2.75,5.17,702,24,0
Industry_NonPriority,0.64,9.44,711,120,0
Personal_NonPriority,2.62,7.92,662,60,0
Industry_NonPriority,1.72,3.85,698,36,0
Personal_NonPriority,2.6,6.7,641,240,0
Agriculture,1.11,14.55,720,60,0
Personal_Priority,2.4,8.61,631,60,0
Personal_Priority,2.7,14.9,744,60,0
Industry_NonPriority,1.32,3.67,655,24,0
Personal_NonPriority,1.64,10.25,756,36,0
Agriculture,1.1,0.4,814,24,0
Agriculture,4.38,8.0,700,60,0
Personal_NonPriority,1.51,9.89,778,12,0
Industry_Priority,0.94,10.51,745,36,0
Services_NonPriority,1.06,5.6,614,36,0
Industry_NonPriority,1.76,11.12,706,36,0
Personal_NonPriority,2.56,6.4,730,12,0
Agriculture,0.73,7.51,735,120,0
Agriculture,4.93,6.7,710,36,0
Industry_NonPriority,1.96,4.59,709,120,0
Personal_NonPriority,2.15,12.71,700,120,0
Industry_NonPriority,1.54,8.14,707,24,0
Personal_Priority,1.65,11.26,626,36,0
Services_NonPriority,1.49,11.13,685,60,0
Personal_NonPriority,3.0,5.1,612,36,0
Personal_NonPriority,1.62,11.65,670,120,0
Personal_NonPriority,2.58,9.51,664,60,0
Agriculture,1.25,4.88,660,60,0
Agriculture,1.83,9.35,636,120,0
Services_NonPriority,1.0,4.93,716,24,0
Personal_NonPriority,3.38,12.82,680,60,0
Services_Priority,0.99,10.44,674,12,0
Services_Priority,1.34,7.79,615,36,0
Services_NonPriority,1.35,11.79,682,24,0
Agriculture,1.32,3.25,768,60,0
Personal_Priority,2.51,5.75,769,120,0
Industry_NonPriority,1.35,7.24,722,24,0
Industry_NonPriority,3.76,14.71,682,120,0
Services_NonPriority,1.0,4.79,733,24,0
Personal_Priority,1.8,2.88,659,24,0
Services_NonPriority,1.02,3.67,682,240,0
Industry_NonPriority,2.1,10.72,655,12,0
Industry_NonPriority,1.61,6.22,754,24,0
Services_NonPriority,1.48,7.52,746,24,0
Services_Priority,3.32,10.29,697,36,0
Agriculture,1.1,7.53,803,36,0
Agriculture,2.31,8.61,724,24,0
Services_Priority,1.03,9.61,721,36,0
Industry_NonPriority,1.74,6.71,714,36,0
Personal_NonPriority,0.79,7.5,624,60,0
Services_NonPriority,1.09,8.73,646,120,0
Services_NonPriority,1.55,10.6,696,36,0
Personal_Priority,4.83,5.62,697,60,0
Industry_NonPriority,1.73,-1.06,735,36,0
Personal_Priority,4.39,10.04,659,12,0
Industry_Priority,1.86,10.78,704,120,0
Agriculture,1.29,8.6,705,60,0
Industry_NonPriority,4.1,8.8,707,12,0
Personal_NonPriority,2.12,6.31,700,24,0
Industry_Priority,1.11,9.5,615,36,0
Agriculture,2.16,10.56,564,120,0
Services_NonPriority,1.37,8.17,643,120,0
Services_Priority,0.49,15.47,668,36,0
Personal_NonPriority,2.85,3.31,629,24,0
Services_NonPriority,3.14,8.49,696,36,0
Personal_NonPriority,4.9,4.48,765,120,1
Industry_NonPriority,2.1,10.64,743,36,0
Services_NonPriority,1.4,3.26,727,24,0
Industry_NonPriority,2.69,4.0,759,12,0
Services_NonPriority,2.71,6.1,644,36,0
Industry_NonPriority,4.35,8.8,672,24,0
Industry_Priority,1.58,6.21,736,60,0
Industry_NonPriority,1.47,6.24,671,36,0
Industry_NonPriority,1.06,7.46,674,120,0
Personal_NonPriority,2.25,7.27,811,60,0
Services_NonPriority,0.64,12.46,705,36,0
Services_NonPriority,2.59,10.06,805,60,0
Agriculture,2.32,7.03,590,36,0
Services_NonPriority,2.31,14.29,662,24,0
Industry_NonPriority,1.77,9.47,724,240,0
Personal_NonPriority,4.08,5.09,705,60,0
Personal_NonPriority,2.75,8.77,576,12,0
Agriculture,1.13,9.61,686,36,0
Personal_NonPriority,1.14,5.94,848,24,0
Agriculture,0.96,4.84,714,36,0
Personal_Priority,2.27,8.26,736,12,0
Industry_NonPriority,0.89,6.92,661,24,0
Agriculture,3.12,12.44,714,60,0
Services_NonPriority,3.6,10.22,699,120,0
Agriculture,0.96,6.08,767,36,0
Industry_Priority,1.46,9.28,765,60,0
Industry_NonPriority,1.64,11.8,724,12,0
Services_NonPriority,2.77,3.82,704,12,0
Personal_NonPriority,4.27,4.93,599,60,0
Services_NonPriority,0.59,7.97,597,120,0
Services_NonPriority,1.34,8.11,704,12,0
Personal_Priority,1.39,7.84,752,36,0
Agriculture,0.7,7.07,779,240,0
Agriculture,1.22,7.02,646,60,0
Industry_NonPriority,2.1,9.15,609,24,0
Services_NonPriority,1.38,11.4,755,36,0
Industry_NonPriority,0.64,6.56,651,240,0
Services_NonPriority,9.13,15.32,605,24,0
Industry_NonPriority,1.91,13.88,670,36,0
Agriculture,1.74,11.99,669,36,0
Industry_Priority,0.84,9.87,779,36,0
Personal_NonPriority,1.9,14.02,751,24,0
Services_NonPriority,1.47,7.13,655,60,0
Personal_NonPriority,0.52,5.5,783,24,0
Agriculture,0.86,6.42,707,60,1
Personal_NonPriority,2.62,4.99,763,36,0
Industry_Priority,5.23,8.37,779,36,0
Agriculture,2.03,8.9,684,60,0
Personal_NonPriority,3.15,8.6,734,240,0
Services_Priority,1.48,7.96,675,120,0
Services_NonPriority,1.55,8.4,755,12,0
Industry_Priority,3.13,13.21,705,36,0
Industry_NonPriority,4.41,9.86,757,60,0
Personal_NonPriority,3.55,10.77,791,60,0
Personal_Priority,0.86,8.57,732,60,0
Services_NonPriority,1.56,3.15,694,240,0
Industry_Priority,1.92,2.56,695,36,0
Services_NonPriority,1.39,14.25,522,120,0
Personal_Priority,2.05,6.4,657,12,0
Industry_Priority,2.66,6.15,755,120,0
Services_Priority,2.97,8.74,758,120,0
Industry_Priority,4.48,9.65,655,60,0
Personal_NonPriority,1.34,10.03,709,120,0
Personal_Priority,0.72,13.32,688,60,0
Services_Priority,2.02,12.5,741,60,0
Industry_NonPriority,5.04,5.57,832,240,0
Personal_Priority,1.22,10.91,742,24,0
Services_NonPriority,2.46,6.85,659,240,0
Personal_NonPriority,2.47,7.59,695,24,0
Industry_NonPriority,1.83,4.72,784,36,0
Personal_NonPriority,1.63,2.92,615,24,0
Industry_NonPriority,0.94,7.91,663,36,0
Industry_Priority,0.41,5.13,742,60,0
Services_NonPriority,0.84,10.78,777,12,0
Industry_NonPriority,1.29,7.16,736,240,0
Services_NonPriority,3.14,8.93,663,36,0
Personal_NonPriority,1.53,12.1,732,36,0
Industry_NonPriority,1.19,3.54,724,120,0
Personal_NonPriority,0.95,5.83,721,120,0
Services_NonPriority,2.41,8.54,694,60,0
Industry_NonPriority,3.68,8.94,703,24,0
Services_NonPriority,3.08,11.31,645,120,0
Personal_Priority,2.34,10.6,848,36,0
Personal_NonPriority,0.67,8.29,709,240,0
Services_NonPriority,1.32,8.91,732,60,0
Agriculture,5.24,8.99,686,120,0
Personal_Priority,3.19,3.59,750,60,0
Services_NonPriority,0.65,7.53,622,60,0
Agriculture,1.57,8.75,595,60,0
Agriculture,2.02,9.38,698,60,0
Industry_NonPriority,1.03,5.23,823,12,0
Personal_Priority,0.41,4.19,772,36,0
Industry_NonPriority,1.73,7.3,651,36,0
Services_Priority,1.01,13.9,730,60,0
Industry_Priority,1.02,5.54,661,60,0
Services_NonPriority,1.32,11.52,725,60,0
Industry_NonPriority,1.5,12.75,730,120,0
Industry_Priority,1.62,8.14,755,60,0
Services_Priority,0.96,5.96,606,24,0
Industry_NonPriority,1.43,9.54,624,12,0
Agriculture,0.57,8.58,695,24,1
Agriculture,1.96,5.42,638,12,0
Agriculture,0.29,6.02,633,24,0
Personal_NonPriority,1.37,9.36,716,60,0
Services_NonPriority,2.83,10.8,645,24,0
Services_NonPriority,0.86,7.03,835,12,0
Services_NonPriority,2.5,7.79,668,240,0
Services_NonPriority,3.26,10.01,683,240,0
Industry_NonPriority,0.22,7.48,717,60,0
Services_NonPriority,1.49,7.1,609,24,0
Agriculture,0.29,5.73,730,120,0
Services_NonPriority,1.52,5.68,720,60,0
Services_NonPriority,1.62,16.01,679,24,0
Industry_NonPriority,0.37,7.41,716,60,0
Personal_Priority,5.17,12.1,725,12,0
Services_Priority,1.93,13.05,786,240,0
Services_NonPriority,0.98,7.45,850,120,0
Services_NonPriority,3.92,9.11,636,36,0
Personal_NonPriority,0.55,8.31,622,36,0
Personal_Priority,0.78,3.16,706,36,0
Services_NonPriority,0.41,3.34,575,120,0
Industry_NonPriority,4.8,8.15,738,36,0
Personal_NonPriority,1.99,6.73,706,12,0
Industry_NonPriority,2.42,13.67,722,24,0
Industry_NonPriority,1.95,7.29,681,24,0
Industry_NonPriority,2.3,13.85,715,240,0
Services_NonPriority,1.71,6.57,728,240,0
Personal_NonPriority,1.91,13.74,712,36,0
Agriculture,1.74,9.52,619,12,0
Agriculture,1.13,9.69,710,60,0
Personal_NonPriority,1.58,6.46,811,120,0
Industry_NonPriority,1.92,9.73,714,36,0
Services_NonPriority,1.74,13.08,708,36,0
Industry_NonPriority,0.67,7.57,793,24,0
Agriculture,0.73,6.98,655,36,0
Services_NonPriority,3.12,7.26,753,120,0
Services_NonPriority,1.35,12.86,668,36,0
Services_Priority,2.31,10.57,765,36,0
Services_Priority,0.85,12.34,747,120,0
Personal_NonPriority,0.67,8.94,675,120,0
Agriculture,0.98,8.12,684,24,0
Personal_NonPriority,1.42,9.27,758,36,0
Services_Priority,1.09,11.21,588,120,1
Industry_NonPriority,3.54,7.26,673,36,0
Personal_NonPriority,1.81,12.11,737,60,0
Services_NonPriority,4.94,9.1,681,36,0
Industry_NonPriority,2.07,0.78,708,12,0
Services_NonPriority,0.38,10.65,577,24,0
Personal_Priority,3.07,4.18,648,36,0
Services_Priority,0.66,10.58,740,36,0
Personal_NonPriority,1.87,10.7,654,120,0
Services_NonPriority,1.02,8.99,621,60,0
Services_NonPriority,5.89,9.63,763,60,0
Personal_Priority,3.86,11.3,730,60,0
Agriculture,1.04,6.51,634,60,0
Agriculture,1.51,10.38,708,120,0
Industry_NonPriority,1.88,11.49,636,120,0
Services_NonPriority,2.73,13.28,690,36,0
Industry_NonPriority,1.66,4.68,710,12,0
Personal_NonPriority,0.88,9.23,651,240,0
Agriculture,1.06,5.12,744,60,1
Personal_Priority,1.62,4.99,753,60,0
Services_Priority,3.41,9.08,715,120,0
Industry_NonPriority,2.1,8.23,724,60,0
Agriculture,1.02,11.44,612,36,0
Personal_NonPriority,2.4,6.96,781,240,0
Services_Priority,1.29,7.6,694,60,0
Personal_NonPriority,2.78,8.63,643,120,0
Industry_NonPriority,7.41,5.41,708,36,0
Personal_NonPriority,1.31,5.83,744,240,0
Industry_NonPriority,2.63,11.35,730,60,0
Personal_NonPriority,1.04,6.35,634,60,0
Agriculture,1.52,11.55,745,12,0
Services_NonPriority,1.66,9.82,696,60,0
Personal_NonPriority,1.45,3.36,730,36,0
Agriculture,7.13,9.59,651,60,0
Agriculture,1.35,9.57,762,60,0
Industry_NonPriority,2.31,9.27,710,24,0
Personal_NonPriority,0.51,7.57,771,60,0
Industry_NonPriority,2.11,5.18,607,36,0
Industry_NonPriority,3.23,12.04,615,120,0
Agriculture,1.19,7.7,685,60,0
Agriculture,0.36,5.35,788,36,0
Personal_NonPriority,1.59,9.37,817,60,0
Agriculture,1.64,5.77,646,60,0
Services_NonPriority,2.51,5.15,703,240,0
Personal_NonPriority,5.44,6.87,709,36,0
Industry_Priority,1.3,6.0,743,60,0
Services_NonPriority,0.97,5.26,753,24,0
Agriculture,0.81,10.42,633,120,0
Services_NonPriority,1.83,7.66,703,120,0
Industry_Priority,2.17,11.76,579,60,0
Services_NonPriority,1.17,5.44,748,24,0
Services_Priority,2.6,2.82,679,240,0
Industry_NonPriority,2.15,8.45,627,240,0
Industry_NonPriority,1.67,13.57,719,36,0
Industry_Priority,0.95,9.59,677,60,0
Services_NonPriority,1.22,17.65,775,120,0
Services_Priority,0.38,9.0,646,36,0
Services_NonPriority,1.87,8.71,833,60,0
Industry_Priority,1.65,1.53,751,60,0
Services_NonPriority,1.82,9.28,777,60,0
Agriculture,2.2,8.51,638,60,0
Industry_NonPriority,2.05,6.78,807,36,0
Services_Priority,1.52,7.59,627,60,0
Services_NonPriority,1.68,7.8,687,120,0
Services_Priority,0.7,7.46,778,120,0
Personal_NonPriority,1.15,14.27,730,120,0
Personal_NonPriority,1.68,6.89,625,36,0
Industry_Priority,1.05,8.51,768,120,0
Services_NonPriority,2.73,6.79,720,36,0
Agriculture,1.1,10.35,675,60,0
Personal_Priority,1.85,8.53,607,60,0
Services_NonPriority,1.75,7.16,726,36,0
Services_NonPriority,2.55,2.22,690,36,0
Services_NonPriority,2.79,8.73,709,120,0
Services_Priority,2.47,7.07,604,240,0
Personal_Priority,0.46,7.82,674,24,0
Agriculture,3.33,4.45,728,36,0
Services_NonPriority,4.07,12.3,812,36,0
Industry_NonPriority,1.22,10.57,687,36,0
Services_NonPriority,1.88,12.29,786,240,0
Services_Priority,0.95,11.44,747,60,0
Personal_Priority,0.51,9.78,714,120,0
Personal_Priority,1.04,4.57,639,60,0
Agriculture,1.18,13.53,641,24,0
Personal_Priority,1.32,5.22,737,60,0
Personal_NonPriority,0.92,7.19,668,60,0
Personal_NonPriority,1.05,10.12,663,120,0
Industry_NonPriority,1.62,10.27,689,12,0
Industry_NonPriority,1.03,9.72,690,24,0
Agriculture,2.26,6.8,754,120,0
Personal_NonPriority,2.45,6.18,669,36,0
Agriculture,6.79,15.6,748,240,0
Personal_NonPriority,3.2,7.88,726,60,0
Industry_NonPriority,1.88,7.51,599,12,0
Personal_Priority,1.12,5.86,717,60,0
Personal_NonPriority,1.94,8.73,539,60,0
Agriculture,1.98,8.59,646,36,0
Industry_NonPriority,1.2,7.95,727,12,0
Industry_NonPriority,2.6,9.15,699,24,0
Industry_Priority,0.7,13.29,593,24,0
Industry_NonPriority,1.41,6.21,632,60,0
Services_NonPriority,2.27,8.13,543,120,0
Services_NonPriority,1.37,6.06,619,24,0
Agriculture,1.44,8.88,734,60,0
Personal_NonPriority,1.5,6.29,666,120,0
Industry_Priority,0.99,6.42,710,60,0
Services_Priority,3.29,3.62,700,120,0
Services_Priority,0.88,8.29,701,24,0
Agriculture,1.97,9.29,761,12,0
Agriculture,2.09,13.58,687,36,0
Personal_NonPriority,0.92,9.41,754,60,0
Services_Priority,1.7,6.65,551,60,0
Agriculture,0.94,3.92,766,240,0
Agriculture,3.75,4.34,622,60,0
Services_NonPriority,0.82,4.11,635,36,0
Personal_NonPriority,1.1,13.63,657,120,0
Services_Priority,0.78,8.86,765,24,1
Agriculture,0.72,6.25,646,120,0
Services_Priority,4.23,5.12,660,36,0
Agriculture,2.25,5.43,642,24,0
Agriculture,1.77,6.17,715,24,0
Industry_NonPriority,1.1,11.95,744,240,0
Services_Priority,2.81,7.91,802,60,0
Industry_NonPriority,0.99,3.66,843,24,0
Services_Priority,2.62,14.93,739,36,0
Personal_NonPriority,0.96,4.58,721,36,0
Personal_NonPriority,1.11,6.23,626,12,0
Industry_NonPriority,2.57,11.93,814,24,0
Personal_Priority,2.73,9.25,712,120,0
Personal_Priority,2.33,6.59,682,120,0
Industry_NonPriority,0.87,4.31,723,240,0
Services_NonPriority,1.24,5.1,661,12,0
Industry_NonPriority,1.79,5.28,559,120,0
Personal_NonPriority,0.98,8.02,734,36,0
Personal_NonPriority,3.7,8.57,780,36,0
Personal_Priority,0.39,7.55,733,24,0
Industry_NonPriority,1.02,7.88,699,240,0
Agriculture,1.2,4.85,700,240,0
Industry_Priority,0.3,8.88,710,120,0
Industry_NonPriority,0.7,11.84,708,12,0
Industry_Priority,2.37,7.51,696,120,0
Personal_NonPriority,1.66,7.45,701,60,0
Industry_Priority,4.18,8.25,793,24,0
Industry_NonPriority,4.11,11.35,728,36,0
Services_NonPriority,2.11,5.32,706,60,0
Services_NonPriority,1.96,12.35,739,120,0
Personal_Priority,1.69,9.26,739,120,0
Personal_NonPriority,0.33,8.09,756,60,0
Industry_NonPriority,0.7,11.64,654,60,0
Industry_NonPriority,1.73,4.45,671,60,0
Agriculture,2.36,9.57,651,120,0
Industry_NonPriority,1.94,9.29,746,24,0
Personal_NonPriority,0.95,5.19,743,60,0
Services_NonPriority,2.86,9.38,623,36,0
Personal_NonPriority,3.96,8.85,723,36,0
Industry_NonPriority,2.86,7.46,782,12,0
Agriculture,2.95,10.59,685,60,0
Agriculture,1.16,6.28,718,12,0
Services_Priority,3.1,8.81,743,240,0
Services_NonPriority,1.78,7.6,620,60,0
Services_NonPriority,2.21,6.16,709,240,0
Services_Priority,2.03,9.51,776,24,0
Industry_NonPriority,1.51,7.38,664,60,0
Industry_NonPriority,0.97,3.58,749,240,0
Industry_NonPriority,1.55,2.6,701,36,0
Services_Priority,2.94,10.37,659,12,0
Agriculture,1.25,4.34,694,60,0
Industry_Priority,2.78,8.84,668,36,0
Agriculture,2.53,8.16,646,36,0
Industry_Priority,1.36,6.89,684,240,0
Agriculture,3.74,13.87,704,120,0
Services_NonPriority,1.31,8.54,690,36,0
Services_Priority,4.03,10.27,684,12,0
Personal_NonPriority,2.11,8.85,713,24,0
Industry_Priority,1.61,7.31,731,36,0
Personal_Priority,0.96,7.94,631,36,0
Personal_Priority,1.54,12.38,684,36,0
Agriculture,1.44,11.26,581,12,0
Personal_NonPriority,0.76,13.86,690,240,0
Agriculture,1.43,8.66,709,60,0
Personal_NonPriority,1.0,5.37,734,12,0
Personal_NonPriority,2.31,6.68,709,60,0
Industry_NonPriority,3.56,4.44,732,12,0
Industry_NonPriority,0.78,10.3,703,60,0
Services_NonPriority,4.55,6.24,659,60,0
Personal_Priority,1.51,-1.17,633,240,0
Services_NonPriority,0.91,15.39,684,36,0
Agriculture,2.56,6.29,654,24,0
Agriculture,1.25,6.27,692,12,0
Industry_NonPriority,1.55,13.01,670,12,0
Industry_NonPriority,1.28,4.38,725,120,0
Personal_NonPriority,1.0,11.41,702,60,0
Agriculture,2.51,6.24,726,240,0
Personal_NonPriority,1.37,4.03,726,36,0
Industry_Priority,0.69,13.12,689,120,0
Personal_Priority,2.27,10.77,692,12,0
Services_Priority,0.79,10.76,730,240,0
Industry_NonPriority,0.81,9.1,846,12,0
Industry_Priority,3.33,9.8,640,120,0
Industry_NonPriority,0.79,4.3,702,36,0
Personal_NonPriority,0.41,8.33,628,24,0
Industry_NonPriority,2.37,5.21,698,60,0
Industry_NonPriority,1.36,3.83,659,120,0
Personal_NonPriority,1.43,9.23,692,120,0
Services_NonPriority,1.35,11.47,709,36,0
Industry_NonPriority,1.87,6.85,670,36,0
Services_Priority,1.04,7.36,592,24,0
Personal_NonPriority,3.95,4.59,785,120,0
Industry_NonPriority,0.67,8.02,750,24,0
Services_Priority,2.13,10.28,692,240,0
Services_Priority,2.39,10.37,646,60,0
Personal_NonPriority,1.03,9.64,705,60,0
Agriculture,0.88,6.14,721,120,0
Personal_NonPriority,3.0,6.05,746,60,0
Agriculture,0.9,10.39,751,36,0
Services_NonPriority,1.13,10.44,763,36,0
Personal_Priority,2.77,7.48,595,24,0
Industry_NonPriority,1.66,6.72,681,36,0
Personal_NonPriority,0.55,11.5,759,24,0
Industry_NonPriority,4.64,6.92,644,60,0
Industry_NonPriority,1.18,10.24,773,24,0
Agriculture,1.28,7.59,808,120,0
Agriculture,1.9,4.86,771,60,0
Services_Priority,2.37,12.84,739,120,0
Services_NonPriority,5.28,8.36,673,12,0
Agriculture,0.6,5.87,716,120,0
Agriculture,2.67,3.83,619,120,1
Industry_NonPriority,2.54,4.13,653,12,0
Services_NonPriority,1.5,6.88,657,240,0
Services_NonPriority,2.61,13.78,703,36,0
Industry_Priority,2.85,6.25,676,24,0
Agriculture,0.71,12.34,715,36,0
Personal_NonPriority,4.65,7.61,752,12,0
Services_Priority,0.64,4.46,657,120,0
Personal_NonPriority,0.82,6.58,708,36,0
Personal_NonPriority,1.39,4.16,675,60,0
Services_NonPriority,5.17,5.43,711,60,0
Industry_Priority,1.35,5.34,741,120,0
Personal_NonPriority,1.6,2.29,755,36,0
Services_NonPriority,3.84,12.54,740,60,0
Industry_NonPriority,1.36,8.63,724,24,0
Personal_Priority,0.8,5.94,614,60,0
Services_Priority,1.27,8.67,635,240,0
Agriculture,3.7,5.49,650,12,0
Industry_NonPriority,1.7,-0.01,721,24,0
Industry_NonPriority,5.18,16.87,622,60,0
Personal_Priority,2.53,8.57,720,12,0
Industry_NonPriority,1.11,6.23,715,24,0
Personal_Priority,1.68,2.2,583,24,0
Services_NonPriority,0.98,3.52,634,36,0
Personal_NonPriority,1.09,12.96,762,24,0
Industry_Priority,23.92,12.51,741,36,0
Personal_Priority,3.0,10.26,648,60,0
Agriculture,2.73,4.65,637,60,0
Services_NonPriority,1.12,12.53,552,240,0
Services_NonPriority,4.17,9.35,788,60,0
Personal_NonPriority,3.15,9.96,702,36,0
Services_Priority,5.03,9.34,813,36,0
Personal_NonPriority,4.89,3.48,688,60,0
Agriculture,0.67,4.41,716,240,0
Services_NonPriority,0.84,6.47,753,120,0
Agriculture,0.89,9.93,798,24,0
Personal_NonPriority,0.92,3.86,730,120,0
Industry_NonPriority,1.98,7.47,700,60,0
Services_NonPriority,1.16,7.47,701,24,0
Personal_NonPriority,5.64,10.38,637,60,0
Industry_Priority,5.1,10.02,677,36,0
Agriculture,1.62,4.97,703,36,0
Personal_NonPriority,5.26,12.34,782,36,0
Services_Priority,3.97,4.51,674,12,0
Agriculture,1.24,11.28,763,120,0
Industry_NonPriority,0.49,6.35,695,120,0
Industry_NonPriority,1.43,8.49,774,24,0
Agriculture,1.11,8.68,740,24,0
Services_Priority,1.84,8.59,736,36,0
Agriculture,1.72,10.02,758,120,0
Industry_NonPriority,1.69,9.17,749,12,0
Personal_NonPriority,2.23,10.35,763,120,0
Personal_NonPriority,0.79,9.39,827,240,0
Services_NonPriority,2.08,4.21,797,60,0
Industry_Priority,1.25,8.81,727,12,0
Personal_NonPriority,1.84,6.31,673,36,0
Industry_NonPriority,2.89,4.67,721,24,0
Industry_Priority,0.78,7.13,584,36,0
Personal_NonPriority,1.37,8.55,749,120,0
Services_NonPriority,1.52,8.75,636,12,0
Services_NonPriority,1.2,11.17,767,36,0
Services_NonPriority,2.79,11.92,818,60,0
Industry_Priority,1.06,9.01,612,120,0
Industry_Priority,1.17,9.55,696,24,0
Services_NonPriority,1.06,8.29,636,120,0
Industry_Priority,3.13,10.3,596,60,0
Industry_NonPriority,1.21,9.46,693,60,0
Services_NonPriority,2.14,7.84,738,120,0
Services_NonPriority,5.33,14.46,745,12,0
Industry_NonPriority,1.56,6.36,709,60,0
Services_NonPriority,3.17,12.36,600,60,0
Personal_NonPriority,4.44,3.94,707,120,0
Services_NonPriority,3.01,10.44,610,24,0
Services_Priority,1.61,12.31,614,36,0
Services_Priority,2.39,2.28,640,12,0
Services_Priority,0.75,8.42,762,120,0
Agriculture,1.02,10.15,732,120,0
Services_Priority,1.13,8.76,719,36,0
Industry_Priority,6.24,9.13,648,12,0
Industry_NonPriority,1.0,8.41,676,24,0
Personal_NonPriority,0.99,4.72,617,60,0
Agriculture,0.87,15.1,781,240,0
Services_NonPriority,2.28,6.49,831,120,0
Services_NonPriority,1.77,9.3,733,120,0
Agriculture,3.12,6.06,743,36,0
Personal_NonPriority,2.43,1.17,690,240,0
Industry_NonPriority,0.71,5.23,602,120,0
Personal_Priority,1.0,3.66,649,36,0
Services_NonPriority,3.69,11.27,672,60,0
Services_Priority,1.44,6.18,676,36,1
Services_NonPriority,3.32,6.46,663,60,0
Agriculture,1.49,4.81,702,240,0
Personal_NonPriority,0.91,8.28,648,24,0
Industry_NonPriority,1.36,5.85,830,120,0
Services_NonPriority,0.91,10.98,618,60,0
Services_Priority,1.16,8.91,753,240,0
Services_NonPriority,1.84,6.28,684,24,0
Services_NonPriority,2.21,10.55,727,60,0
Industry_NonPriority,0.63,8.02,730,12,0
Services_NonPriority,1.61,8.06,709,24,0
Industry_NonPriority,1.14,3.61,631,36,0
Personal_NonPriority,1.1,7.79,680,36,0
Industry_NonPriority,1.76,8.96,710,240,0
Personal_NonPriority,1.17,12.0,706,12,0
Personal_NonPriority,3.73,5.74,638,24,0
Industry_NonPriority,3.32,14.83,777,24,0
Services_Priority,3.31,9.67,550,36,0
Industry_NonPriority,1.21,3.44,684,12,0
Personal_NonPriority,0.91,5.46,644,240,0
Services_Priority,1.71,12.26,710,60,0
Industry_NonPriority,1.49,11.73,761,120,0
Personal_NonPriority,1.13,8.05,615,120,0
Personal_Priority,0.8,8.45,841,60,0
Services_NonPriority,1.59,4.51,712,240,0
Services_Priority,1.28,11.96,722,240,0
Agriculture,2.46,5.04,613,24,0
Services_NonPriority,2.43,10.53,697,240,0
Agriculture,3.15,12.06,758,60,0
Services_Priority,0.76,8.14,712,36,0
Personal_NonPriority,2.07,10.9,708,60,0
Personal_Priority,1.05,13.54,696,36,0
Personal_NonPriority,0.78,8.8,617,36,0
Personal_NonPriority,1.26,7.47,616,120,0
Services_Priority,3.09,7.8,770,12,0
Agriculture,1.3,5.77,752,24,0
Services_NonPriority,4.16,5.7,761,240,0
Industry_NonPriority,2.26,9.33,650,36,0
Agriculture,1.28,7.51,690,36,0
Services_NonPriority,3.26,8.98,773,240,0
Agriculture,2.13,3.53,626,240,0
Personal_NonPriority,0.93,7.72,767,12,0
Agriculture,4.96,11.09,664,36,0
Agriculture,1.9,4.64,648,240,0
Industry_Priority,1.65,8.05,698,24,0
Personal_NonPriority,0.97,2.44,632,60,0
Services_NonPriority,3.3,4.08,586,36,0
Personal_NonPriority,2.22,10.42,704,60,0
Personal_Priority,2.37,7.07,732,24,0
Personal_Priority,1.2,13.47,772,60,0
Services_Priority,2.68,9.3,736,12,0
Industry_NonPriority,2.81,9.59,817,36,0
Industry_NonPriority,1.09,4.77,781,24,0
Services_NonPriority,0.7,6.84,744,24,0
Services_Priority,2.31,5.8,728,120,0
Personal_NonPriority,0.63,4.8,773,240,1
Industry_Priority,1.78,9.99,567,120,0
Personal_NonPriority,1.24,10.59,671,60,0
Agriculture,3.38,9.2,588,24,0
Industry_NonPriority,1.29,5.52,739,36,0
Personal_Priority,3.16,8.99,655,36,0
Industry_NonPriority,1.2,2.26,850,120,0
Industry_NonPriority,2.97,11.97,668,36,0
Industry_NonPriority,5.6,4.11,706,240,0
Industry_NonPriority,0.86,4.64,675,120,0
Services_NonPriority,1.94,8.35,670,240,0
Services_NonPriority,8.47,8.61,625,36,0
Personal_NonPriority,1.69,7.78,623,60,0
Services_Priority,1.69,4.67,569,36,0
Services_NonPriority,2.61,11.4,732,60,0
Industry_NonPriority,1.67,2.94,674,240,0
Personal_Priority,0.58,3.55,816,12,0
Industry_NonPriority,3.21,7.68,625,36,0
Services_Priority,0.49,4.21,788,36,0
Agriculture,1.27,11.67,794,240,1
Industry_Priority,3.36,4.47,776,24,0
Agriculture,1.31,12.67,714,120,0
Services_NonPriority,1.07,11.11,679,36,0
Services_NonPriority,2.76,11.71,776,120,0
Personal_NonPriority,0.98,13.66,652,36,0
Services_NonPriority,0.78,8.24,716,24,0
Agriculture,1.92,4.96,697,60,1
Personal_NonPriority,1.46,7.69,646,120,0
Personal_NonPriority,0.77,6.3,716,36,0
Industry_NonPriority,2.39,5.87,744,60,0
Industry_NonPriority,2.15,8.45,644,24,0
